am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,rgn_id,rgn_name
Fis-51000,NA,Melamphaes polylepis,60477337,Unknown,DD,NA,NA,NA,am,NA,NA,6,norway
Fis-51000,NA,Melamphaes polylepis,60477337,Unknown,DD,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-51000,NA,Melamphaes polylepis,60477337,Unknown,DD,NA,NA,NA,am,NA,NA,8,west
Fis-51000,NA,Melamphaes polylepis,60477337,Unknown,DD,NA,NA,NA,am,NA,NA,9,east
Fis-50380,NA,Melanocetus murrayi,42830239,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,4,Russia
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,5,svalbard
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,6,norway
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,7,Jan Mayen
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,8,west
Fis-23633,VU,Melanogrammus aeglefinus,13045,NA,VU,NA,NA,NA,am,0.4,NA,9,east
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-30286,NA,Melanostigma atlanticum,198723,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-30286,NA,Melanostigma atlanticum,198723,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-30286,NA,Melanostigma atlanticum,198723,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-30286,NA,Melanostigma atlanticum,198723,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-22726,NA,Merlangius merlangus,198585,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-22727,NA,Merluccius merluccius,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-22727,NA,Merluccius merluccius,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-22727,NA,Merluccius merluccius,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-22729,NA,Micromesistius poutassou,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-23638,NA,Microstomus kitt,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-23638,NA,Microstomus kitt,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-23638,NA,Microstomus kitt,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,4,Russia
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,5,svalbard
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,6,norway
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,7,Jan Mayen
Fis-23639,NA,Mola mola,190422,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,9,east
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-22730,NA,Molva molva,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-29454,LC,Mugil cephalus,135567,Stable,LC,NA,NA,NA,am,0,0,9,east
Fis-30329,NA,Myctophum punctatum,190453,Stable,LC,NA,NA,NA,am,0,0,6,norway
Fis-30329,NA,Myctophum punctatum,190453,Stable,LC,NA,NA,NA,am,0,0,7,Jan Mayen
Fis-30329,NA,Myctophum punctatum,190453,Stable,LC,NA,NA,NA,am,0,0,8,west
Fis-30329,NA,Myctophum punctatum,190453,Stable,LC,NA,NA,NA,am,0,0,9,east
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,1,Alaska
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,2,Nunavut
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,3,Beaufort Sea
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,4,Russia
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,5,svalbard
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,6,norway
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,7,Jan Mayen
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,8,west
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0,9,east
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-24810,NA,Myoxocephalus scorpioides,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-23653,NA,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-35470,NA,Myoxocephalus stelleri,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-35470,NA,Myoxocephalus stelleri,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-35470,NA,Myoxocephalus stelleri,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-35470,NA,Myoxocephalus stelleri,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-49777,NA,Myrophis platyrhynchus,199355,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-30334,NA,Myrophis punctatus,199106,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-133356,NA,Myxine limosa,196057,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-139573,NA,Nannobrachium atrum,15600731,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-139573,NA,Nannobrachium atrum,15600731,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-23655,NA,Nansenia groenlandica,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-23655,NA,Nansenia groenlandica,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-23192,NA,Naucrates ductor,190452,Stable,LC,NA,NA,NA,am,0,0,8,west
Fis-23192,NA,Naucrates ductor,190452,Stable,LC,NA,NA,NA,am,0,0,9,east
Fis-32421,NA,Nesiarchus nasutus,18158583,Stable,LC,NA,NA,NA,am,0,0,6,norway
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-14348,NA,Normichthys operosus,18155949,Decreasing,LC,NA,NA,NA,am,0,-0.5,8,west
Fis-14348,NA,Normichthys operosus,18155949,Decreasing,LC,NA,NA,NA,am,0,-0.5,9,east
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-140102,NA,Notoscopelus kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-140102,NA,Notoscopelus kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-140102,NA,Notoscopelus kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-140102,NA,Notoscopelus kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-22920,LC,Oncorhynchus nerka,135301,Stable,LC,NA,NA,NA,am,0,0,1,Alaska
Fis-22920,LC,Oncorhynchus nerka,135301,Stable,LC,NA,NA,NA,am,0,0,4,Russia
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA,4,Russia
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA,5,svalbard
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA,6,norway
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA,9,east
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,1,Alaska
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,3,Beaufort Sea
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,1,Alaska
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,3,Beaufort Sea
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,6,norway
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,8,west
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA,9,east
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,1,Alaska
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,2,Nunavut
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,3,Beaufort Sea
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-23205,VU,Oxynotus centrina,63141,Unknown,VU,NA,NA,NA,am,0.4,NA,6,norway
Fis-24846,NA,Pallasina barbata,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-30458,NA,Paralepis coregonoides,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-30458,NA,Paralepis coregonoides,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-132059,NA,Paraliparis calidus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,4,Russia
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,5,svalbard
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,6,norway
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,8,west
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA,9,east
Fis-47563,NA,Paraliparis garmani,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA,4,Russia
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA,5,svalbard
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA,6,norway
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA,8,west
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA,9,east
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-30477,LC,Petromyzon marinus,16781,Stable,LC,NA,NA,NA,am,0,0,4,Russia
Fis-30477,LC,Petromyzon marinus,16781,Stable,LC,NA,NA,NA,am,0,0,6,norway
Fis-30477,LC,Petromyzon marinus,16781,Stable,LC,NA,NA,NA,am,0,0,7,Jan Mayen
Fis-30477,LC,Petromyzon marinus,16781,Stable,LC,NA,NA,NA,am,0,0,9,east
Fis-24892,NA,Pholis fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-24892,NA,Pholis fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-24892,NA,Pholis fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
Fis-24892,NA,Pholis fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-24892,NA,Pholis fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-24267,NA,Phrynorhombus norvegicus,18227064,Stable,LC,NA,NA,NA,am,0,0,6,norway
Fis-23722,NA,Phycis blennoides,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
Fis-23722,NA,Phycis blennoides,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
Fis-23722,NA,Phycis blennoides,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
Fis-23722,NA,Phycis blennoides,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
Fis-30490,NA,Phycis chesteri,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,4,Russia
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,5,svalbard
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,7,Jan Mayen
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-64506,NA,Physiculus fulvus,190091,Unknown,LC,NA,NA,NA,am,0,NA,8,west
Fis-23725,LC,Platichthys flesus,135717,Decreasing,LC,NA,NA,NA,am,0,-0.5,4,Russia
Fis-23725,LC,Platichthys flesus,135717,Decreasing,LC,NA,NA,NA,am,0,-0.5,6,norway
Fis-23725,LC,Platichthys flesus,135717,Decreasing,LC,NA,NA,NA,am,0,-0.5,7,Jan Mayen
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0,0,1,Alaska
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0,0,2,Nunavut
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0,0,3,Beaufort Sea
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0,0,4,Russia
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0,NA,6,norway
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0,NA,9,east
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5,4,Russia
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5,6,norway
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5,7,Jan Mayen
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5,8,west
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5,9,east
Fis-24742,NA,Pleuronectes putnami,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
Fis-147788,NA,Podothecus accipenserinus,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
Fis-147788,NA,Podothecus accipenserinus,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
Fis-147788,NA,Podothecus accipenserinus,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
